Word,Score
vacillated,2.7
heirless,3.5
royal,3.5
poisoned,3.5
general,3.5
army,3.5
finally,4.033333333333333
chance,2.9000000000000004
usurp,3.5
throne,3.5
scandals,3.9
involving,3.9
altar,3.9
boys,3.9
leaders,3.9
undermined,3.9
faith,3.9
plane,2.533333333333333
approaching,4.0
turbulence,3.0
pilot,2.25
asked,2.6333333333333333
passengers,3.0
aboard,3.0
fasten,3.0
seat,3.0
belts,3.0
terse,3.9
abrupt,3.9
europe,3.45
transient,3.8
felt,3.65
interactions,3.8
traveling,3.8
college,3.8
jason,3.6
taciturn,3.6
individual,3.6
sycophants,3.6
praising,3.6
surreptitious,3.4
plan,4.32
pranking,3.4
adding,3.7
translating,3.7
contributors,3.7
surely,3.7
surpass,3.7
superfluous,3.8
essays,3.8
essay,2.833333333333333
superficial,2.5
analysis,2.5
highest,2.5
grade,2.5
professors,3.8
detail,3.8
succinct,3.8
books,3.86
prosecutors,3.7
court,3.8
substantiate,3.8
claims,3.85
suspect,3.6
guilty,4.2
maury,3.9
povich,3.9
pretentious,3.9
lovers,3.9
cheating,3.9
prevalent,3.4
belief,3.1333333333333333
according,3.65
nationwide,3.4
poll,3.4
muslims,3.4
linked,3.4
terrorism,3.4
roommate,3.2
prodigal,3.2
spending,3.2
buys,2.75
released,3.2
regardless,3.2
price,3.2
profane,3.4
used,3.6666666666666665
network,3.4
television,3.4
young,3.8642857142857134
subscribe,3.4
cable,3.4
freuds,3.5
insights,3.5
human,3.55
led,3.6
honored,3.5
profound,3.5
thinker,3.5
served,2.65
profusion,2.5
wedding,2.5
bride,3.75
groom,2.5
began,2.5
invited,2.5
guests,2.5
proliferation,3.4
usage,3.4
given,3.8333333333333335
birth,3.4
generation,3.4
prolific,2.4
writer,2.4
months,2.85
compensatory,2.7
sense,3.75
proximity,2.7
objects,2.7
miser,3.9
hoards,3.9
prudent,3.9
greedy,3.9
girls,4.033333333333333
john,3.2
feelings,3.2
quandary,3.2
rancor,3.4
russians,3.4
especially,3.4
areas,3.55
occupied,3.4
soviet,3.4
union,3.4
defense,3.6
lawyer,3.9
confident,3.6
arguments,3.3
rebuttal,3.6
johnson,3.5
recluse,3.5
isolate,3.5
teachers,3.175
rectifying,3.8
beer,3.4
brought,3.15
party,3.5666666666666664
redundant,3.3
hosts,3.3
owned,3.3
brewery,3.3
refute,3.4
false,3.4
testimony,3.4
guild,3.5
relegated,3.5
vince,3.5
lesser,3.5
officer,3.5
abusing,3.5
joan,3.6
arc,3.6
refused,3.9
renounce,3.6
voice,3.65
heard,4.4
none,3.6
shocked,3.2
events,3.2
september,3.2
condemned,3.2
terrorists,3.2
reprehensible,3.2
deed,2.7
james,3.3
reprimanded,3.3
principal,3.7
severely,3.7
reproved,3.7
hallway,3.7
repudiate,3.7
gay,3.95
original,3.4
copied,3.4
henry,3.4
reticence,3.4
retract,2.6
previous,2.6
statement,2.75
win,2.8
speaker,3.5
using,3.425
rhetorical,3.5
techniques,3.5
courses,3.5
father,4.4
sanction,3.8
engagement,3.8
share,4.066666666666666
tim,3.5
huge,3.5
fan,3.5
satirical,3.5
comedy,3.5
alfred,2.9
scrupulous,2.9
fulfilling,2.9
duties,2.9
less,3.3666666666666667
conscientious,2.9
obligations,2.9
scrutinizes,3.7
kings,3.7
fearing,3.6
wrath,3.6
acted,3.95
servile,3.6
skeptical,3.8
believable,3.8
proof,3.8
doctors,3.9
grim,3.9
expression,3.9
clear,4.2
somber,3.9
news,4.26
stagnant,3.5
pools,3.5
water,2.3000000000000003
mosquitoes,3.5
breed,3.5
difficulty,3.0
articulate,3.0
views,3.0
peter,3.7
altruistic,3.7
video,3.7
player,4.050000000000001
items,3.7
needed,3.75
selling,4.466666666666666
personal,3.7
profit,3.7
jimmy,3.0
cajole,3.0
letting,3.0
drive,2.8
across,3.0
censorious,3.7
delight,3.7
casting,3.7
blame,3.7
pop,3.6
artists,3.65
thrive,3.6
adulation,3.6
loyal,3.6
fans,3.6
adversity,3.9
gracefully,3.9
bill,4.35
clinton,3.7
spoke,3.7
ambiguous,3.7
describe,3.7
relationship,3.7
monica,3.7
lewinsky,3.7
benevolent,3.6
old,3.89090909090909
volunteered,3.6
mow,3.6
neighbors,3.6
lawns,3.6
stern,3.7
tone,3.7
loud,3.7
belied,3.7
inner,3.7
sensitivity,3.7
caring,3.7
nature,4.533333333333334
wealthy,3.5
selfindulgent,3.5
oddly,3.5
drawn,3.5
strict,3.5
ascetic,3.5
members,3.5
monastic,3.5
orders,3.5
statue,3.4
minute,4.2
commemorates,3.4
valiant,3.4
soldiers,3.4
fought,3.4
revolutionary,3.4
baffled,2.6
sherlock,2.6
holmes,2.6
cryptic,2.6
watson,2.6
concealing,2.6
thoughts,3.2
crime,3.2000000000000006
criterion,2.5
elected,2.5
winner,2.5
con,3.7
advantage,3.766666666666667
credulity,3.7
inexperienced,3.7
investors,3.7
swindle,3.7
single,2.7
step,2.7
salsa,2.7
senseless,3.8
luck,4.199999999999999
job,4.266666666666667
ray,3.4
corroborate,3.4
garys,3.4
unconvinced,3.4
murderer,3.05
sentenced,3.3
prison,3.75
hockey,3.1
players,3.1
competitive,3.1
fights,3.1
feeling,3.233333333333333
constraint,3.4
dared,3.4
foolish,3.4
consensus,2.7
indicates,2.7
opposed,2.7
proposed,2.7
forest,3.6
fire,3.5333333333333337
spread,3.7
quickly,3.7
become,3.85
conflagration,3.7
condoned,2.8
concise,4.0
definitions,4.0
easiest,4.0
remember,3.5
mad,3.85
wifes,3.3
conciliatory,3.3
cursory,2.9
examination,3.85
teeth,2.9
indicated,2.9
gingivitis,2.9
behaving,2.3
decorum,2.3
prom,2.3
painted,3.05
defendant,3.8
proven,3.8
innocent,3.8
politician,3.4
pushed,3.4
reform,3.4
denouncing,3.4
corruption,3.4
officials,3.4
depravity,3.8
deeds,3.8
tyrant,3.8
overthrown,3.8
starting,3.3
sneeze,3.7
tissue,3.7
waste,2.9000000000000004
caught,2.3
guard,1.3
websites,3.5
